file,system_id,regime,num_atoms,iterations,wall_time_s,rmse_ang,pdf_mse,adf_mse,macewall_best_loss
CuS2_mp-1147712_LRO_cell050_idx00010_seed001064010.npz,CuS2_mp-1147712,LRO,6228,12,0.26070989086292684,0.22140021778587282,3170.51220703125,58.50880432128906,-24755.09295496112
CuS2_mp-1147712_MRO_cell050_idx00011_seed001064011.npz,CuS2_mp-1147712,MRO,5958,12,0.2439341600984335,0.22409763021544143,1454.548583984375,85.39579772949219,-23167.024176879637
CuS2_mp-684604_crystalline_30_cell050_idx00000_seed001420000.npz,CuS2_mp-684604,crystalline_30,6129,12,0.2652524779550731,0.22570428409469367,13674.8779296875,6.872581958770752,-24429.72647961209
CuS2_mp-684604_nanocrystalline_cell050_idx00001_seed001420001.npz,CuS2_mp-684604,nanocrystalline,6003,12,0.2612622589804232,0.22414328193629507,5316.7919921875,75.67154693603516,-23670.384347093524
CuS2_mp-684604_amorphous_cell050_idx00002_seed001420002.npz,CuS2_mp-684604,amorphous,5754,12,0.23318766406737268,0.22392246741671815,386.87957763671875,165.3525390625,-21267.235311185763
CuS2_mp-684604_SRO_cell050_idx00003_seed001420003.npz,CuS2_mp-684604,SRO,5754,12,0.2349043940193951,0.22464032351744073,480.9298400878906,130.2800750732422,-21991.743143360505
CuS2_mp-684604_LRO_cell050_idx00004_seed001420004.npz,CuS2_mp-684604,LRO,5754,12,0.23926920699886978,0.22448769919808229,2910.826904296875,14.274604797363281,-22485.67618607913
CuS2_mp-684604_MRO_cell050_idx00005_seed001420005.npz,CuS2_mp-684604,MRO,5505,12,0.22225493704900146,0.22727618262564106,903.372802734375,28.585695266723633,-21138.086812809084
CuS2_mp-684604_crystalline_30_cell050_idx00006_seed001420006.npz,CuS2_mp-684604,crystalline_30,6129,12,0.2660334790125489,0.22409069435619092,14409.3896484375,36.65917205810547,-24459.957304389434
CuS2_mp-684604_nanocrystalline_cell050_idx00007_seed001420007.npz,CuS2_mp-684604,nanocrystalline,6003,12,0.25985048804432154,0.22410068422451265,4092.054931640625,64.7614974975586,-23657.710292582997
CuS2_mp-684604_amorphous_cell050_idx00008_seed001420008.npz,CuS2_mp-684604,amorphous,5754,12,0.23358995094895363,0.22337746323134947,404.361328125,181.04461669921875,-21262.799509701086
CuS2_mp-684604_SRO_cell050_idx00009_seed001420009.npz,CuS2_mp-684604,SRO,5754,12,0.23434864892624319,0.2246185099360803,565.0238037109375,132.5797119140625,-21922.716776348538
CuS2_mp-684604_LRO_cell050_idx00010_seed001420010.npz,CuS2_mp-684604,LRO,5754,12,0.23969415901228786,0.22478001199979314,2586.8818359375,19.6521053314209,-22422.68551810147
CuS2_mp-684604_MRO_cell050_idx00011_seed001420011.npz,CuS2_mp-684604,MRO,5505,12,0.22227844106964767,0.22733762927043483,891.1807861328125,12.142548561096191,-21147.86570086573
Fe2N_mp-21476_crystalline_30_cell047_idx00000_seed001229000.npz,Fe2N_mp-21476,crystalline_30,11169,12,0.8684384920634329,0.17038135362423398,60389.40625,3935.662109375,-93437.8529803759
Fe2N_mp-21476_nanocrystalline_cell047_idx00001_seed001229001.npz,Fe2N_mp-21476,nanocrystalline,10941,12,0.8381435920018703,0.17155883569875816,49448.3203125,3701.48046875,-91050.35909192536
Fe2N_mp-21476_amorphous_cell047_idx00002_seed001229002.npz,Fe2N_mp-21476,amorphous,10485,12,0.781697885831818,0.1757923029597641,5278.4638671875,4832.64013671875,-85648.50376602632
Fe2N_mp-21476_SRO_cell047_idx00003_seed001229003.npz,Fe2N_mp-21476,SRO,10485,12,0.7866115521173924,0.174326045197687,7789.1787109375,2838.87109375,-86176.03262029563
Fe2N_mp-21476_LRO_cell047_idx00004_seed001229004.npz,Fe2N_mp-21476,LRO,10485,12,0.7816422588657588,0.17433703095126152,26176.89453125,2898.096435546875,-86916.20897028591
Fe2N_mp-21476_MRO_cell047_idx00005_seed001229005.npz,Fe2N_mp-21476,MRO,10029,12,0.7153052610810846,0.1768449420251499,10967.0458984375,2476.047607421875,-82412.93887000396
Fe2N_mp-21476_crystalline_30_cell047_idx00006_seed001229006.npz,Fe2N_mp-21476,crystalline_30,11169,12,0.8713877371046692,0.17016203558663753,61828.7890625,4426.78125,-93451.5676321408
Fe2N_mp-21476_nanocrystalline_cell047_idx00007_seed001229007.npz,Fe2N_mp-21476,nanocrystalline,10941,12,0.8392700599506497,0.1717014890516366,47959.7109375,3681.262451171875,-91093.78394999004
Fe2N_mp-21476_amorphous_cell047_idx00008_seed001229008.npz,Fe2N_mp-21476,amorphous,10485,12,0.7839669459499419,0.1756337686106884,5301.4287109375,4448.42626953125,-85638.99093240229
Fe2N_mp-21476_SRO_cell047_idx00009_seed001229009.npz,Fe2N_mp-21476,SRO,10485,12,0.7841983928810805,0.17446493404575236,7387.9755859375,2884.590576171875,-86176.74476072754
Fe2N_mp-21476_LRO_cell047_idx00010_seed001229010.npz,Fe2N_mp-21476,LRO,10485,12,0.7847759509459138,0.17403311516428144,23686.3046875,3160.12060546875,-86891.20409685918
Fe2N_mp-21476_MRO_cell047_idx00011_seed001229011.npz,Fe2N_mp-21476,MRO,10029,12,0.7169316578656435,0.17757677111337686,11244.3271484375,2619.693359375,-82428.41166232507
Fe2N_mp-248_crystalline_30_cell047_idx00000_seed001250000.npz,Fe2N_mp-248,crystalline_30,11187,12,0.881576948100701,0.17013668142203323,75175.21875,8661.16796875,-93493.4774657147
Fe2N_mp-248_nanocrystalline_cell047_idx00001_seed001250001.npz,Fe2N_mp-248,nanocrystalline,10959,12,0.8532810730393976,0.17159898148480146,54893.78515625,5253.09716796875,-91124.29290572494
Fe2N_mp-248_amorphous_cell047_idx00002_seed001250002.npz,Fe2N_mp-248,amorphous,10500,12,0.784750052029267,0.17573221729749794,5506.9951171875,4561.421875,-85626.38754290613
Fe2N_mp-248_SRO_cell047_idx00003_seed001250003.npz,Fe2N_mp-248,SRO,10500,12,0.7857579609844834,0.17471742640545826,8202.5947265625,3714.223388671875,-86238.12188606686
Fe2N_mp-248_LRO_cell047_idx00004_seed001250004.npz,Fe2N_mp-248,LRO,10500,12,0.785138773964718,0.17454135195753195,27628.265625,4053.64208984375,-86995.01463691422
Fe2N_mp-248_MRO_cell047_idx00005_seed001250005.npz,Fe2N_mp-248,MRO,10044,12,0.7206067629158497,0.17748775889019844,11337.71484375,3035.641845703125,-82513.6874031222
Fe2N_mp-248_crystalline_30_cell047_idx00006_seed001250006.npz,Fe2N_mp-248,crystalline_30,11187,12,0.8825239490251988,0.16974265947045034,70242.4609375,9168.904296875,-93512.9402129277
Fe2N_mp-248_nanocrystalline_cell047_idx00007_seed001250007.npz,Fe2N_mp-248,nanocrystalline,10959,12,0.8507063752040267,0.17177143558769,52126.69140625,5812.34423828125,-91174.77436316518
Fe2N_mp-248_amorphous_cell047_idx00008_seed001250008.npz,Fe2N_mp-248,amorphous,10500,12,0.7872899619396776,0.1760233167843202,5231.107421875,4462.642578125,-85620.58928057515
Fe2N_mp-248_SRO_cell047_idx00009_seed001250009.npz,Fe2N_mp-248,SRO,10500,12,0.788552121957764,0.1750597157822363,8497.3076171875,3121.17919921875,-86251.62112027452
Fe2N_mp-248_LRO_cell047_idx00010_seed001250010.npz,Fe2N_mp-248,LRO,10500,12,0.7865326479077339,0.1742251493874978,23658.29296875,4249.88818359375,-86971.39022841961
Fe2N_mp-248_MRO_cell047_idx00011_seed001250011.npz,Fe2N_mp-248,MRO,10044,12,0.7204030801076442,0.1773673535273557,10361.8671875,2977.232666015625,-82550.97676353465
Fe7C3_mp-18257_crystalline_30_cell047_idx00000_seed001197000.npz,Fe7C3_mp-18257,crystalline_30,11580,12,0.9455020348541439,0.16362524165800876,36558.87109375,4961.65576171875,-98091.04598093942
Fe7C3_mp-18257_nanocrystalline_cell047_idx00001_seed001197001.npz,Fe7C3_mp-18257,nanocrystalline,11350,12,0.9110703880432993,0.16442291031857367,30476.724609375,4731.4130859375,-95442.64046534795
Fe7C3_mp-18257_amorphous_cell047_idx00002_seed001197002.npz,Fe7C3_mp-18257,amorphous,10870,12,0.8225902989506721,0.16788150337061042,15223.3916015625,6246.21630859375,-89148.22082935426
Fe7C3_mp-18257_SRO_cell047_idx00003_seed001197003.npz,Fe7C3_mp-18257,SRO,10870,12,0.8272337359376252,0.16695514294212047,18090.73828125,4859.39697265625,-89810.5509305969
Fe7C3_mp-18257_LRO_cell047_idx00004_seed001197004.npz,Fe7C3_mp-18257,LRO,10870,12,0.8392060121987015,0.16594109636128326,21948.1640625,3482.389892578125,-90822.3020848132
Fe7C3_mp-18257_MRO_cell047_idx00005_seed001197005.npz,Fe7C3_mp-18257,MRO,10400,12,0.7673603021539748,0.16788496686634535,15125.138671875,3626.887939453125,-85776.67078520023
Fe7C3_mp-18257_crystalline_30_cell047_idx00006_seed001197006.npz,Fe7C3_mp-18257,crystalline_30,11580,12,0.9468960301019251,0.1634308829311151,35034.48828125,4934.361328125,-98022.09358810823
Fe7C3_mp-18257_nanocrystalline_cell047_idx00007_seed001197007.npz,Fe7C3_mp-18257,nanocrystalline,11350,12,0.9115391839295626,0.1642591219036829,29018.005859375,4543.615234375,-95521.03371153244
